id;address;coordinate;description;title;category_id;url
20;Нижний Новгород, Нижне-Волжская набережная, 11;POINT (43.993105 56.330355);"<p>Торговый дом Рукавишникова на Нижне-Волжской набережной построен в 1911–1914 годах известным архитектором эпохи модерна Фёдором Шехтелем. Заказчиком здания выступил нижегородский купец-миллионер, меценат Сергей Рукавишников.
<br>Торговый дом выделяется среди других построек своим архитектурным стилем, он единственный в городе, выполненный в теме готики. Здание обладает сложным силуэтом, который формируют гранёные башенки — «фиалы» разной высоты. При его строительстве применены передовые технологии начала 20 века. Торговый дом органично соединен со зданием банка Рукавишниковых, фасад которого выходит на улицу Рождественскую. Он также построен по проекту Федора Шехтеля.
<br>
<br>В 1915 году в помещениях Торгового дома располагалось швейное производство военно-обмундировочной мастерской, в советское время — швейная фабрика «Маяк». Сегодня в здании находится академия «Росатома» — совместный проект правительства Нижегородской области и госкорпорации. Старинное здание Торгового дома Рукавишникова является памятником архитектуры и объектом культурного наследия. <br></p>";Торговый дом С.М. Рукавишникова (фабрика «Маяк»);5;
21;Нижний Новгород, Кремль;POINT (44.001881 56.326408);"Бронзовый макет, изображающий в миниатюре сам кремль и прилегающие к нему улицы. Причем не в современном виде, а так, как эти места выглядели в дореволюционное время.
<br>Найти памятник несложно — он находится в Еловом сквере рядом с Министерством культуры Нижегородской области. На макете размером 2,8 на 2,1 м изображен кремль и 480 существующих и утраченных исторических зданий в пределах современных улиц Пискунова, Добролюбова, Ильинской и площади Маркина. <br>";Макет старого Нижнего Новгорода;5;
22;Нижний Новгород, Казанская площадь, 1;POINT (43.97078 56.316524);"<p>Бывший железнодорожный вокзал Нижнего Новгорода, просуществовавший до 1974 года. Начало возведения — 1900 год. Окончание — 1904.
<br>Здание расположено по адресу Казанская площадь, 1. В настоящее время его занимает фирма «НоваКард» — производитель банковских карт, SIM-карт и транспортных карт, которая полностью отреставрировала здание вокзала. Свободный проход на территорию недоступен. <br></p>";Ромодановский вокзал;5;
32;Нижний Новгород, Автозаводский район;POINT (43.882085 56.248057);"<p>Одно из крупнейших градообразующих предприятий страны в годы советской власти. Горьковский автозавод вступил в строй 1 января 1932 года. Предприятие было построено в тесном сотрудничестве с американской фирмой Ford Motor Company. Автомобили Ford-A и Ford-АА послужили основой для массового производства советских моделей — 1,5 тонного грузового автомобиля ГАЗ -АА и легковой машины ГАЗ-А. В годы войны автозавод переориентировал свою деятельность на нужды фронта и выпуск оборонной продукции. Предприятие выпускало легкие танки Т-60 и Т-70, «полуторки» ГАЗ-АА, самоходные установки, миномёты, снаряды для «Катюши».
<br>
<br>В послевоенное время автозавод с успехом выпускал легковые автомобили «Победа», «Волга», «Чайка». Сегодня на ГАЗе собирают различные модификации «Газелей», «Соболи», «Валдаи» и другую технику. Предприятие является частью автомобильного холдинга «Группа «ГАЗ».
<br>
<br>Указом Президиума Верховного Совета СССР автозавод награжден орденом Отечественной войны I степени за успешное выполнение заданий Государственного комитета обороны. У завода также имеются ордена Отечественной войны 1 степени, Ленина и Красного знамени. <br></p>";Завод «ГАЗ»;5;
38;Нижний Новгород, Казанская набережная, 8А;POINT (44.039311 56.323762);"<p>Это самая большая по протяженности и самая высокая в Европе междугородная канатная дорога. Она связывает Нижний Новгород и город Бор. Ее протяженность 3 362 метра, высота опор составляет 95 метров. Примечательно, что более 800 метров проходят над рекой. Канатная дорога на построена в 2012 году. Она способна ежедневно перевозить до 1000 человек. Всего за 15 минут можно добраться с одного берега Волги на другой. Прогулка по канатной дороге — это незабываемые впечатления, когда дух захватывает одновременно от высоты и от открывающихся видов.
<br>
<br>Нижегородская канатная дорога входит в Книгу рекордов Европы и в Книгу рекордов России, как дорога с самым большим пролетом над водой. <br></p>";Канатная дорога;5;
39;Нижний Новгород, Казанская набережная, 6;POINT (44.037698 56.323332);"<p>Главный мусульманский храм Нижнего Новгорода открылся 20 марта 1915 года. Она стала второй мечетью города после Ярмарочной (не сохранилась до наших дней). Архитектором Соборной мечети стал Павел Домбровский. Ее главной отличительной особенностью является объединение минарета с куполом. В здании прекрасная акустика.
<br>
<br>Соборная мечеть расположена на Казанской набережной рядом с Сенной площадью. Это самая старая и самая известная мечеть города из ныне существующих. Она принадлежит татарской общине города и вмещает до 5000 верующих. Нижегородская Соборная мечеть признана объектом истории и культуры федерального значения.
<br>
<br>В период советской власти Соборная мечеть была превращена в детский сад и станцию скорой помощи. Как культовое сооружение, была возрождена в 1991 году. <br></p>";Соборная мечеть;5;
210;г. Нижний Новгород, ул. Чаадаева, д.1;POINT (43.857522 56.327391);Автор мозаики неизвестен. Была создана в 1960-е годы. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области;Мозаика «Сталевар»;10;
25;Нижний Новгород, Черниговская улица, 12Б;POINT (43.973897 56.321416);Архитектурный ансамбль в историческом центре Нижнего Новгорода. Главный дом и флигели усадебного комплекса построены в 1838—1849 годах. Автор проекта — первый городской архитектор Нижнего Новгорода Г. И. Кизеветтер. Ансамбль состоит из пяти строений по адресу Черниговская улица, 12: главного дома, двух флигелей и двух проездных кирпичных арочных ворот. Исторические здания сегодня — объекты культурного наследия Российской Федерации.;Усадьба Вяхиревых;5;
26;Нижний Новгород, площадь Свободы, 2А;POINT (44.017128 56.317277);Нижегородский острог — бывшая тюрьма в историческом центре Нижнего Новгорода. Острог представляет собой комплекс из тюрьмы и административного здания. Построен в виде прямоугольника с четырьмя башнями по углам. Вся территория обнесена кирпичной стеной. В настоящее время используется как музей.;Нижегородский острог;5;
43;Нижний Новгород, Кремль, 6А;POINT (44.005695 56.32711);"<p>Дмитриевская башня — визитная карточка Нижнего Новгорода. Она занимает главенствующее место на нагорном участке Нижегородского кремля. Ее фасад обращен на центральную площадь города — площадь Минина и Пожарского. Дмитриевская башня — главный опорный пункт в обороне нагорного участка крепости. Она построена в центре верхнего посада, там, где в старину проходил Московский тракт.
<br>
<br>Современный облик в русском стиле башня получила в 1895 году. Годом позже, во время Всероссийской торгово-промышленной выставки, в ней организовали художественно-исторический музей. В 1965 году на шпиль башни водрузили позолоченный герб города в виде шагающего оленя. В 1994 году в киоте, над проездной аркой, установили надвратную икону святого благоверного князя, основателя Нижнего Новгорода Юрия Всеволодовича.
<br>
<br>По одной из версий башня получила свое название в честь великого князя Дмитрия Константиновича, по другой — в честь церкви во имя святого великомученика Димитрия Солунского, находившейся неподалеку. Церковь не сохранилась до наших дней, на ее месте сегодня установлен памятник Кузьме Минину. <br></p>";Дмитриевская башня;5;
47;Нижний Новгород, Кремль, 6;POINT (44.005706 56.327298);"<p>Нижегородский кремль построен в начале 16 века. Протяженность его стен 2045 метров, высота от 12 до 22 м, толщина стен от 3,5 до 4,5 м. В летний период в стенах древней крепости действует круговой маршрут — боевой ход общей протяженностью более 2 км и уникальным перепадом высот с 30-ти этажный дом. Это самый длинный и единственный маршрут в России, где можно полностью обойти все стены и башни, полюбоваться городом с высоты, разглядеть детали через бинокль.
<br>
<br>В отличие от большинства русских кремлей, в нижегородском все башни лишь касаются линии стены, что позволяло создать большее число точек флангового (бокового) огня, расширить угол обстрела и вести перекрестный огонь из башен. Такой принцип планировки позволял оставить боевой ход стены свободным, что существенно облегчало движение по пряслу и перемещение тяжелой артиллерии при обороне крепости. <br></p>";Стены кремля;5;
139;Нижний Новгород, ул. Рождественская, 34;POINT (43.984651 56.327311);Тактильный макет достопримечательности для лиц с ограниченными возможностями здоровья. Для достоверной передачи деталей и соблюдения масштабов при создании макетов использовалась технология лазерного сканирования памятников архитектуры. На объектах есть историческая справка, QR-код и текст Брайля, который помогает узнавать о достопримечательностях Нижнего Новгорода людям с нарушениями зрения.;Макет Рождественской церкви;3;https://nn-grad.ru/audiogidy/
49;Нижний Новгород, Кремль, 1В;POINT (43.998183 56.328757);"<p>Круглая башня Нижегородского кремля. Расположена в нагорной части между Тайницкой и Часовой башнями. Свое название она получила, потому что стена, протянувшаяся от Тайницкой башни в сторону Северной, совпадает с направлением на север. Северная башня имела 4 яруса с боевыми окнами. По проходу в толще стены можно было спуститься в нижний ярус, там находилось небольшое помещение с лестницей и выход в город. Через эти ворота пропускали гонцов и бойцов, пополнявших армию во время осады крепости. Сейчас рядом с башней находится смотровая площадка, с которой открывается прекрасный вид на Стрелку, место слияния Оки и Волги.
<br>
<br>В 17 веке Северную башню также называли Наугольной, поскольку она занимала угол крепостной стены, поворачивающий от Почаинского оврага к склону Часовой горы. Еще одно название башни — Ильинская — из-за соседства с церковью Святого Ильи Пророка.
<br>
<br>В 1836 году Николай I распорядился устроить в Часовой и Северной башнях покои для себя и императрицы, чтобы любоваться оттуда великими рекам. Более того, в разговоре со свитой он выражал желание со временем отказаться от короны, передать власть наследнику и доживать свой век в Нижнем Новгороде. Однако его местам о «царской пенсии» не суждено было сбыться. Тем не менее, на некоторое время башни получили названия Николаевской и Александринской. <br></p>";Северная башня;5;
50;Нижний Новгород, Зеленский съезд, 3;POINT (43.995645 56.328908);"<p>Казанская церковь в Нижнем Новгороде находилась на Зеленском съезде у подножия кремля и считалась одной из старейших в городе. В 1687 году вместо деревянного храма был отстроен кирпичный. В 50-е годы 20 века церковь была разрушена. Ее возродили в 2012 году на месте более древнего строения по канонам русской православной церкви. Святыня Казанской церкви — икона с частицей мощей святителя Луки Крымского.
<br>
<br>Престольный праздник в честь иконы Божией Матери «Казанская» отмечается 4 ноября. История возрождения Казанской церкви связана с возникновением нового праздника — Дня народного единства, который также отмечается 4 ноября. <br></p>";Казанская церковь;5;
151;г. Нижний Новгород, пр. Гагарина, д.24 ;POINT (43.985146 56.299251);Автор мозаики — Валентин Любимов. Была создана в 1968 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.;Мозаика «Сказка 1»;10;
61;Нижний Новгород, историческая территория Старый Нижний Новгород;POINT (44.035827 56.324142);"<p>Колесо обозрения открыто в 2021 году к 800-летнему юбилею Нижнего Новгорода. Высота сооружения — 50 метров. Колесо оборудовано современными комфортными кабинками со встроенной системой климат-контроля. С колеса открываются великолепные виды на городскую панораму: Волгу, канатную дорогу, трамплин, Печерский монастырь, Соборную мечеть, близлежащие кварталы.
<br>
<br>У основания колеса вы можете посетить кофейню Roastberry со вкусным горячими напитками и разнообразными закусками. Вас обслужит необычный официант — робот Дуняша. Прообразом Дуняши стала прекрасная девушка из Перми, мама 4 чудесных мальчиков, настоящая супермодель и первая «Миссис Пермь-2014» — Диана Габдуллина. <br></p>";Колесо Обозрения;5;
62;Нижний Новгород, Ярмарочный проезд, 10к1;POINT (43.954164 56.331362);"<p>Спасский Староярмарочный собор построен в 1822 году по проекту архитектора Огюста Монферрана. По своему внешнему облику он напоминает знаменитый Исаакиевский собор, который также проектировал прославленный мастер. Своим происхождением собор обязан переносу Макарьевской ярмарки в Нижний Новгород, являлся частью ярмарочного комплекса. Место для собора было определено на главной оси ансамбля Нижегородской ярмарки. Он стоит на сваях и на подушке из насыпного грунта, укрепленного влагостойким портлендским цементом.
<br>
<br>Храм выполнен в стиле позднего классицизма, для которого характерна симметрия, соразмерность частей, предпочтение прямым линиям. Согласно канонам этого архитектурного стиля со всех четырех сторон собор украшен строгими портиками с колонами. Мощные барабаны, служащие основанием для пяти куполов, декорированы прорезными окнами и полуколоннами. За счет этих световых куполов в храме отличное естественное освещение. Интерьер здания был украшен лепниной, роспись стен выполнена руководителем Арзамасской школы живописи, российским академиком Александром Ступиным и его сыном Рафаилом (росписи не сохранились). Староярмарочный собор до 2009 года являлся кафедральным собором Нижегородской епархии.
<br>
<br>Иконостас собора создал итальянский художник из Санкт-Петербурга Торричелли. Он выполнил образы для икон по европейским традициям, отличным от канонов православия. Иконы, написанные на европейский манер, не полюбились купцам. Спустя несколько лет их заменили. Автором нового иконостаса стал архитектор Василий Стасов.
<br>
<br>Надкладезная часовня. Однокупольная водосвятная надкладезная часовня расположена неподалеку от собора. На праздник Крещения Господня, 19 января, прихожане берут освященную воду из нее. Часовня построена в 1990-е годы, соответствует стилю Староярмарочного собора. <br></p>";Спасский Староярмарочный собор;5;
66;Нижний Новгород, Большая Покровская улица, 40;POINT (43.995805 56.317578);Дом декабристов Белавиных (ул. Большая Покровская, 40) — одноэтажный оштукатуренный деревянный дом на каменном цоколе, с мезонином. Фасад здания украшен лепным декором в виде перевитых венков «славы». Это типичный элемент оформления домов, построенных после победы в Отечественной войне 1812 года. На первом этаже здания сохранились четыре изразцовые и кафельные печи, с рельефными цветными и белыми поливными изразцами, кафелем, с оригинальными дверками, решётками и вьюшками, а также филенчатые двери. Дом построен в соответствии с канонами русского классицизма на основе «образцового» проекта, утвержденного императором и рекомендованного для российских городов. Приблизительный год постройки — 1820.;Дом Белавиных (ул. Большая Покровская, 40);5;
68;Нижний Новгород, улица Стрелка, 3А;POINT (43.971477 56.333719);<p>Православный храм в историческом центре Нижнего Новгорода на Стрелке. Высота собора — 80 метров, он заметен как с нагорной и заречной частей города, так и с фарватера рек Волги и Оки. Является третьим по высоте храмом в России после храма Христа Спасителя в Москве и Исаакиевского собора в Санкт-Петербурге. В 2009 году стал кафедральным собором Нижегородской епархии Русской православной церкви. Храм построен по инициативе ярмарочного купечества в 1868–1881 годах. Первоначально предполагалось построить однопрестольную церковь. Однако после приезда на Нижегородскую ярмарку в августе 1858 года Александра II с императрицей Марией Александровной и великою княжной Марией Александровной, было решено построить величественный трехпрестольный собор в честь царских особ. Император одобрил такое решение купечества и даже указал место для будущего храма — на Стрелке слияния Оки и Волги. Примечательно, что до сих пор не установлено точное авторство проекта храма, определившего облик Нижнего Новгорода и ставшего одной из его визитных карточек. Рядом с храмом установлен бронзовый колокол «Соборный» весом в 64 тонны, отлитый к 400-летию Нижегородского народного ополчения. Он украшен рельефными иконами с изображением нижегородских святых: преподобных Серафима Саровского, Макария Желтоводского, благоверных князей Александра Невского и Георгия Всеволодовича, основателя Нижнего Новгорода. При строительстве собора использовались инженерно-технические достижения того времени. В частности, из-за колебаний уровня грунтовых вод, было решено отказаться от обычных свай. В основании храма расположили деревянный плот, изготовленный из 1214 крестообразно расположенных дубовых брёвен. При этом учитывалось свойство дуба, который во влажной среде становился морёным и приобретал прочность металла. Сверху на плоту располагалась сплошная плита из каменной кладки. Благодаря этому способу возведения фундамента Собор Александра Невского прославился, как единственный в мире «храм на плоту».<br></p>;Собор во имя святого благоверного великого князя Александра Невского;5;
97;Нижний Новгород, Кремль;POINT (43.998718 56.328551);"<p>Первый в России фуникулёр или элеватор, как тогда его называли, на водяной тяге построили в Нижнем Новгороде в 1896 году. Его строительство было приурочено к Всероссийской промышленной и художественной выставке. Движение по Кремлёвскому (Ивановскому) фуникулёру открылось 9 июня 1896 года. Длина рельсового пути Кремлёвского фуникулёра составляла 133,12 метров. Фуникулёр имел два вагончика, соединённых стальным проволочным канатом. Сейчас фуникулер создается заново - идет его активное строительство.</p><p>
            
        </p>";Фуникулер;5;
107;Нижний Новгород, Верхне-Волжская набережная, 3;POINT (44.012764 56.329433);Отдел зарубежного искусства Нижегородского государственного художественного музея располагается в уникальном здании — доме купца Дмитрия Васильевича Сироткина. Жилой усадебный дом является памятником архитектуры федерального значения и настоящим украшением города. Дом был построен в 1916 году по проекту архитекторов братьев Леонида, Виктора и Александра Весниных в подражание стилю неоклассицизм. Особняк стал их первой самостоятельной работой. Строительство продолжалось 635 дней. ;Дом Сироткина;5;
99;Нижний Новгород, Кремль, 4Б;POINT (44.008831 56.3301);"Представляет собой квадратную четырёхъярусную башню. Нижний ярус башни в настоящее время находится почти целиком под землёй, соединён с верхним ярусом системой переходов с лестницами, оборудованными в толще примыкающего прясла.
<br>Центральное помещение башни (главное помещение) изолировано от этих переходов и представляло собой сквозной проезд, до того как ворота Георгиевской башни были наглухо «запущены» опускной решёткой. Ворота защищались сложной системой препятствий — противнику необходимо было преодолеть длинный деревянный мост, затем — подъёмный мост в виде тяжелого щита, в вертикальном положении (5,3 м) закрывающего проём ворот (высотой 3,52 м). Устройства подъемного моста сохранились до наших дней почти без изменений. Проезд сквозь башню изгибался под углом, что исключало возможность сквозного прострела. В боковых стенах главного помещения выложены боевые печуры.
<br><br>";Георгиевская башня;5;
101;Нижний Новгород, Кремль, 2Б;POINT (43.999495 56.32995);"Крупнейшая четырёхъярусная воротная башня Нижегородского кремля. Расположена в подгорной части между Часовыми и Белыми башнями. Через неё проходит нижний отрезок Ивановского съезда, который раньше назывался Большой Мостовой улицей. Названа по расположенной на подступах к ней церкви Иоанна Предтечи. Современный вид башня приобрела в 1950-е гг., когда была надстроена реставраторами вдвое.
<br>По одной из современных версий, это была первая каменная башня нового кремля, заложенная под названием Тверская, в 1500 году (хотя нет документов, в которых она бы именовалась Тверской). ";Ивановская башня;5;
104;Нижний Новгород, улица Шевченко, 2;POINT (43.979099 56.315314);"Храм был построен усилиями прихожан церкви Нижнего Новгорода. Его фундамент был заложен в 2008 году с благословения главы Российская и Ново-Нахичеванская епархия архиепископа Езраса Нерсисяна, который собственноручно освятил это место.
<br>Дом молитвы, построенный из армянского туфа и по канонам армянской церковной архитектуры, достигает 25 метров в высоту, занимает территорию в 259 квадратных метров и может вместить около двухсот человек.
<br>25 мая 2014 г. состоялось освящение храма ""Сурб Аменапркич"" Российской и Ново-Нахичеванской епархии Армянской Апостольской Церкви и торжественная церемония открытия хачкара в честь российско-армянской дружбы. <br>";Армянская апостольская церковь «Сурб Аменапркич»;5;
106;Нижегородская область, Нижегородская канатная дорога;POINT (44.041745 56.327454);"Судейская вышка на канале была построена в 1988 году по проекту Юрия Карцева и Сергея Касаткина для проведения II Всесоюзных юношеских игр по гребному спорту, став одним из самых ярких примеров неоконструктивизма в России. Разные объёмы, многоступенчатость и лестницы, наклонённые под разными углами, символизировали жизнь в спорте, движение вверх от достижения к достижению. С начала 2000-х годов вышка пустовала, была забыта и разрушалась. Впрочем, в последние годы ей дали статус ОКН.
<br>В 2021 году, к 800-летию Нижнего Новгорода, архитектурное бюро «Гора» восстановило вышку в ее первозданном виде. После реставрации в здании открылось кафе и смотровая площадка.
<br>Здание восстановили в оригинальном светло-сером цвете с акцентными синими и красными деталями. На фасаде появился логотип «НН800» в честь юбилея города. В нескольких метрах от здания обустроили столики и деревянный настил со ступенями, на которых можно сидеть. В интерьере вышки появились оригинальные конструктивистские элементы – например, двухцветный окрас стен. <br>";Судейская вышка;5;
18;Нижний Новгород, Большая Покровская улица;POINT (43.998938 56.320757);"<p>Главная улица Нижнего Новгорода. Ее протяженность 2232 метра, 1236 из которых - пешеходная часть. Большая Покровская расположена в историческом центре города. Она связывает 4 площади: Минина и Пожарского, Театральную, Горького и Лядова. Это одна из самых старых улиц города, по мнению краеведов ей 400 лет. До 1917 года считалась дворянской.
<br>Современная Покровка — туристический центр притяжения. Почти каждое здание улицы имеет свою историческую ценность. В их числе, например, Нижегородский театр драмы, Окружной суд, кинотеатр «Орленок», Государственный банк.
<br>
<br>Долгое время Большая Покровская была улицей, по которой осуществлялось дорожное движение. По ней ездили кареты, телеги и прочий гужевой транспорт. В 1896 году к открытию Всероссийской промышленной и художественной выставки на улице появилась одна из первых трамвайных линий в стране. Также по Покровке проходил первый маршрут троллейбуса. Проезжей улица была до 1980-х годов. Официальный статус пешеходной Большая Покровская приобрела лишь в 2018 году.
<br>
<br>Улица трижды меняла свое название. До 18 века она называлась Большой Никольской из-за своего направления к Никольской башне Нового острога. К концу 18 века улицу назвали Большой Покровской в честь церкви Покрова Пресвятой Богородицы, расположенной на ней. Храм был разрушен в 30-е годы прошлого столетия. После революции улицу переименовали в честь революционера Якова Свердлова. Историческое название Большая Покровская вернулось в 1990-х годах. <br></p>";Улица Большая Покровская;5;
44;Нижний Новгород, Кремль;POINT (44.004872 56.328576);"<p>12 июня 2021 года на месте утраченной святыни в годы советской власти открылась возрожденная колокольня Спасо-Преображенского кафедрального собора в Кремле (собор не сохранился до наших дней, на его месте построен Дом советов). Современное здание воссоздано в историческом облике, отделка фасадов соответствует архитектуре 18 века. Особенность соборной колокольни — часы, размещенные на четырех сторонах. На циферблатах первой пары изображены славянские и арабские цифры, второй — римские. Высота сооружения 51,5 метра. На колокольне действует смотровая площадка, откуда открывается прекрасный вид на Нижегородский кремль и его окрестности.
<br>
<br>На колокольне установлены 15 колоколов общим весом 12 787 килограммов. Главный благовестник звонницы весит 6 200 килограмм. Это дар президента России Владимира Путина к 800-летию Нижнего Новгорода. <br></p>";Спасская колокольня;5;
46;Нижний Новгород, площадь Минина и Пожарского, 5;POINT (44.007658 56.3275);"<p>Гимназия № 1 расположена в здании на площади Минина и Пожарского, 5. С 1814 по 1834 годы оно принадлежало купцу Дмитрию Деулину. Здание сохраняло архитектурное решение 1820-х годов до середины 20 века, в 1952 году было перестроено в стиле советского неоклассицизма, надстроено два этажа. Сейчас в нём располагается гимназия № 1 с углубленным изучением немецкого языка, а также Музей Пушкина.
<br>
<br>В номерах гостиницы, принадлежавшей купцу Деулину, 2-3 сентября 1833 года останавливался Александр Сергеевич Пушкин, будучи в Нижнем Новгороде проездом в Оренбургскую губернию, где он собирался посетить места Пугачевского бунта. <br></p>";Гимназия №1;5;
30;Нижний Новгород, Александровский сад;POINT (44.013874 56.330679);«Ракушка» — легендарная сцена, достопримечательность Александровского сада. Ее построили в 1960 годах для выступлений Нижегородского симфонического оркестра во время реконструкции парка. Навес над сценой по форме напоминал ракушку, так и появилось народное название. Эстрадная сцена стала центральным местом притяжения горожан и туристов в Александровском саду. На ее сцене выступали артисты Нижегородской филармонии, приезжали оркестры из Москвы, Саратова, Свердловска. Давали концерты знаменитости, в частности, маэстро Ростропович и пианист Эмиль Гилельс. В 90-е годы ракушка прекратила свое существование. Новое рождение сцены состоялось в 2021 году к 800-летию Нижнего Новгорода.;Сцена Ракушка;5;
